 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.6563e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65631e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65632e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65633e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65634e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65634e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65635e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65636e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65637e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65638e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65639e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.6564e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65641e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65642e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65643e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65644e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65645e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65646e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65647e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65648e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65649e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.6565e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65651e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65652e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65652e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65654e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65654e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65655e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65656e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65657e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65658e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65659e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.6566e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65661e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65662e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65663e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65664e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65665e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65666e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65667e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65668e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65669e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.6567e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65671e+06 Ref_Right 1597.77 Ref_Left 1575.4
 Right_Angular_Vel 0 Left_Angular_Vel 0 Time 1.65672e+06 Ref_Right 1597.77 Ref_Left 1575.4
