0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
0,1.8
-0.0090225564,1.8
-0.0180451128,1.8
-0.0270676692,1.8
-0.0360902256,1.8
-0.045112782,1.8
-0.0541353383,1.8
-0.0631578947,1.8
-0.0721804511,1.8
-0.0812030075,1.8
-0.0902255639,1.8
-0.0992481203,1.8
-0.1082706767,1.8
-0.1172932331,1.8
-0.1263157895,1.8
-0.1353383459,1.8
-0.1443609023,1.8
-0.1533834586,1.8
-0.162406015,1.8
-0.1714285714,1.8
-0.1804511278,1.8
-0.1894736842,1.8
-0.1984962406,1.8
-0.207518797,1.8
-0.2165413534,1.8
-0.2255639098,1.8
-0.2345864662,1.8
-0.2436090226,1.8
-0.2526315789,1.8
-0.2616541353,1.8
-0.2706766917,1.8
-0.2796992481,1.8
-0.2887218045,1.8
-0.2977443609,1.8
-0.3067669173,1.8
-0.3157894737,1.8
-0.3248120301,1.8
-0.3338345865,1.8
-0.3428571429,1.8
-0.3518796992,1.8
-0.3609022556,1.8
-0.369924812,1.8
-0.3789473684,1.8
-0.3879699248,1.8
-0.3969924812,1.8
-0.4060150376,1.8
-0.415037594,1.8
-0.4240601504,1.8
-0.4330827068,1.8
-0.4421052632,1.8
-0.4511278195,1.8
-0.4601503759,1.8
-0.4691729323,1.8
-0.4781954887,1.8
-0.4872180451,1.8
-0.4962406015,1.8
-0.5052631579,1.8
-0.5142857143,1.8
-0.5233082707,1.8
-0.5323308271,1.8
-0.5413533835,1.8
-0.5503759398,1.8
-0.5593984962,1.8
-0.5684210526,1.8
-0.577443609,1.8
-0.5864661654,1.8
-0.5954887218,1.8
-0.6045112782,1.8
-0.6135338346,1.8
-0.622556391,1.8
-0.6315789474,1.8
-0.6406015038,1.8
-0.6496240602,1.8
-0.6586466165,1.8
-0.6676691729,1.8
-0.6766917293,1.8
-0.6857142857,1.8
-0.6947368421,1.8
-0.7037593985,1.8
-0.7127819549,1.8
-0.7218045113,1.8
-0.7308270677,1.8
-0.7398496241,1.8
-0.7488721805,1.8
-0.7578947368,1.8
-0.7669172932,1.8
-0.7759398496,1.8
-0.784962406,1.8
-0.7939849624,1.8
-0.8030075188,1.8
-0.8120300752,1.8
-0.8210526316,1.8
-0.830075188,1.8
-0.8390977444,1.8
-0.8481203008,1.8
-0.8571428571,1.8
-0.8661654135,1.8
-0.8751879699,1.8
-0.8842105263,1.8
-0.8932330827,1.8
-0.9022556391,1.8
-0.9112781955,1.8
-0.9203007519,1.8
-0.9293233083,1.8
-0.9383458647,1.8
-0.9473684211,1.8
-0.9563909774,1.8
-0.9654135338,1.8
-0.9744360902,1.8
-0.9834586466,1.8
-0.992481203,1.8
-1.0015037594,1.8
-1.0105263158,1.8
-1.0195488722,1.8
-1.0285714286,1.8
-1.037593985,1.8
-1.0466165414,1.8
-1.0556390977,1.8
-1.0646616541,1.8
-1.0736842105,1.8
-1.0827067669,1.8
-1.0917293233,1.8
-1.1007518797,1.8
-1.1097744361,1.8
-1.1187969925,1.8
-1.1278195489,1.8
-1.1368421053,1.8
-1.1458646617,1.8
-1.154887218,1.8
-1.1639097744,1.8
-1.1729323308,1.8
-1.1819548872,1.8
-1.1909774436,1.8
-1.2,1.8
-1.2090225564,1.8
-1.2180451128,1.8
-1.2270676692,1.8
-1.2360902256,1.8
-1.245112782,1.8
-1.2541353383,1.8
-1.2631578947,1.8
-1.2721804511,1.8
-1.2812030075,1.8
-1.2902255639,1.8
-1.2992481203,1.8
-1.3082706767,1.8
-1.3172932331,1.8
-1.3263157895,1.8
-1.3353383459,1.8
-1.3443609023,1.8
-1.3533834586,1.8
-1.362406015,1.8
-1.3714285714,1.8
-1.3804511278,1.8
-1.3894736842,1.8
-1.3984962406,1.8
-1.407518797,1.8
-1.4165413534,1.8
-1.4255639098,1.8
-1.4345864662,1.8
-1.4436090226,1.8
-1.4526315789,1.8
-1.4616541353,1.8
